,POLYLINE
1372649185620000360,"[[-8.617635, 41.146146], [-8.617604693877551, 41.14587930612245], [-8.61750881632653, 41.14535657142857], [-8.617369224489796, 41.144599285714285], [-8.617805632653061, 41.14404771428571], [-8.617914734693878, 41.14358540816326], [-8.617731979591836, 41.14319491836734], [-8.617253142857143, 41.14276457142857], [-8.616634714285714, 41.14268320408163], [-8.615934918367346, 41.14280497959184], [-8.615450020408163, 41.14238675510204], [-8.615251653061224, 41.141656285714284], [-8.615347530612244, 41.140811020408165], [-8.616226408163264, 41.14060493877551], [-8.617687714285715, 41.14107385714286], [-8.619409285714287, 41.141954204081635], [-8.620724571428571, 41.14297855102041], [-8.621858020408164, 41.143631142857146], [-8.623008551020408, 41.144104469387756], [-8.624645081632652, 41.14460755102041], [-8.62583381632653, 41.14477689795918], [-8.62679957142857, 41.14478442857143], [-8.627660265306123, 41.14472987755102], [-8.62926593877551, 41.14513818367347], [-8.63104518367347, 41.14580528571428], [-8.63249381632653, 41.14673871428572], [-8.634103163265307, 41.14747010204082], [-8.635838326530612, 41.14803765306122], [-8.637771857142857, 41.14834071428571], [-8.63848763265306, 41.14842410204081], [-8.639213510204081, 41.148426306122445], [-8.640716693877552, 41.14837781632653], [-8.642591816326531, 41.14825493877551], [-8.644569795918368, 41.14824281632653], [-8.646588183673469, 41.14848526530612], [-8.648488285714286, 41.14817228571429], [-8.650391510204082, 41.14799816326531], [-8.652337163265306, 41.1482406122449], [-8.653324040816326, 41.148520346938774], [-8.654386408163266, 41.14844706122449], [-8.655768367346939, 41.14782275510204], [-8.65744236734694, 41.14713783673469], [-8.659207285714286, 41.14694057142857], [-8.661055959183674, 41.14741334693878], [-8.66166906122449, 41.14757295918368], [-8.662690102040816, 41.147784], [-8.664296326530613, 41.148081000000005], [-8.665896673469389, 41.14766681632653], [-8.667202959183674, 41.14758306122449], [-8.668197, 41.147874]]"
1372647730620000534,"[[-8.596341, 41.146794], [-8.596332, 41.14674624489796], [-8.596269918367346, 41.14678757142857], [-8.596393530612245, 41.14673173469388], [-8.596350918367346, 41.146724020408165], [-8.596314, 41.146749551020406], [-8.596351653061225, 41.14676846938775], [-8.596384714285715, 41.14681842857143], [-8.596471040816326, 41.146803], [-8.59638563265306, 41.146776], [-8.596305, 41.14676589795918], [-8.596302612244898, 41.146742387755104], [-8.596278, 41.14675193877551], [-8.596269, 41.146766816326526], [-8.596310142857142, 41.146767], [-8.596319326530612, 41.146767], [-8.596358081632653, 41.146758], [-8.596330346938775, 41.146761489795914], [-8.596282591836735, 41.14675781632653], [-8.596369653061224, 41.146713], [-8.596347795918367, 41.146734306122454], [-8.596267714285714, 41.146803], [-8.596300224489795, 41.1467717755102], [-8.596329795918368, 41.1467508367347], [-8.59627487755102, 41.146794], [-8.596261102040817, 41.146796387755096], [-8.596366163265307, 41.14674973469388], [-8.596315836734695, 41.146778387755106], [-8.596310142857142, 41.146803], [-8.597139795918368, 41.14738524489796], [-8.598526346938774, 41.14934430612245], [-8.596052448979592, 41.15382189795918], [-8.593903836734693, 41.157561306122446], [-8.591445551020408, 41.161603040816324], [-8.581755489795919, 41.16378030612245], [-8.586768857142857, 41.167317857142855], [-8.594671224489796, 41.17225812244897], [-8.593274571428571, 41.1819522244898], [-8.592694346938774, 41.19198006122449], [-8.586346040816327, 41.199159122448975], [-8.593851306122449, 41.19718444897959], [-8.606660510204081, 41.200135714285715], [-8.620026428571428, 41.203728], [-8.63370606122449, 41.20690628571428], [-8.647056183673469, 41.20361118367347], [-8.652361959183674, 41.21045816326531], [-8.659477102040816, 41.22044779591837], [-8.667068693877551, 41.229127285714284], [-8.667820836734695, 41.236906408163264], [-8.670294, 41.237649]]"
1372640338620000423,"[[-8.628201, 41.157459], [-8.627389897959183, 41.157529530612244], [-8.625240734693877, 41.157211591836734], [-8.624888081632653, 41.1569952244898], [-8.624945387755103, 41.15699026530612], [-8.62505706122449, 41.15695059183673], [-8.625140081632653, 41.156716959183676], [-8.625234857142857, 41.15572842857143], [-8.623547081632653, 41.15573467346938], [-8.621503163265306, 41.155767], [-8.618997673469387, 41.15525124489796], [-8.615941346938776, 41.15466532653061], [-8.61375287755102, 41.15404469387755], [-8.612009448979592, 41.15366118367347], [-8.61064457142857, 41.15351571428571], [-8.610294489795919, 41.15349], [-8.610154530612245, 41.15330210204081], [-8.61008987755102, 41.15248806122449], [-8.610058836734694, 41.15204706122449], [-8.610016959183675, 41.151991959183675], [-8.61033324489796, 41.15151459183674], [-8.610915857142857, 41.150367], [-8.611271265306122, 41.14862026530612], [-8.611386979591837, 41.146857734693874], [-8.611149489795919, 41.14581612244898], [-8.61086736734694, 41.14519897959183], [-8.610705367346938, 41.14435151020408], [-8.610607653061225, 41.143497061224494], [-8.610798857142857, 41.14326342857143], [-8.610992081632654, 41.14352351020408], [-8.611216530612245, 41.14355381632653], [-8.611645224489797, 41.1433962244898], [-8.61211248979592, 41.14335967346939], [-8.612479836734694, 41.14322155102041], [-8.612702448979592, 41.14317251020408], [-8.613007714285715, 41.14312328571429], [-8.613247959183674, 41.14292602040816], [-8.613523469387754, 41.14279597959183], [-8.613659204081632, 41.14275391836735], [-8.613730836734693, 41.1427278367347], [-8.613736346938776, 41.142754836734696], [-8.613727530612245, 41.14284887755102], [-8.613729000000001, 41.142855857142855], [-8.613780795918368, 41.14272030612245], [-8.613766836734694, 41.14273665306123], [-8.613781530612245, 41.14267420408163], [-8.613764448979593, 41.14269955102041], [-8.613755632653062, 41.142709836734696], [-8.613747367346939, 41.14275281632653], [-8.613765, 41.142744]]"
1372649008620000560,"[[-8.617626, 41.146119], [-8.617548857142857, 41.14575532653061], [-8.617528285714286, 41.14524618367347], [-8.617605428571428, 41.144485775510205], [-8.617828040816326, 41.143838510204084], [-8.618014836734694, 41.143250571428574], [-8.617403204081633, 41.142826285714285], [-8.617092428571429, 41.14258457142857], [-8.617125489795919, 41.142551510204086], [-8.61759018367347, 41.14241742857143], [-8.618176469387755, 41.1423546122449], [-8.61890381632653, 41.14265767346939], [-8.619587448979592, 41.1427733877551], [-8.620237653061224, 41.1427458367347], [-8.620013571428572, 41.14252285714286], [-8.619922102040817, 41.142404938775506], [-8.620285775510204, 41.14256473469388], [-8.621362102040816, 41.14320208163265], [-8.622820653061225, 41.14406442857143], [-8.625030244897959, 41.14452728571428], [-8.62727069387755, 41.14489757142857], [-8.62955742857143, 41.145129000000004], [-8.63140481632653, 41.146027897959186], [-8.63315669387755, 41.14707924489796], [-8.635156897959185, 41.14780108163265], [-8.636917408163265, 41.14824189795918], [-8.638438224489796, 41.14840169387755], [-8.639242714285714, 41.14846597959184], [-8.640101571428572, 41.14845257142857], [-8.641501163265307, 41.148232163265305], [-8.643138795918368, 41.14820020408163], [-8.64493512244898, 41.14829387755102], [-8.646816673469388, 41.1483396122449], [-8.648616673469387, 41.14829736734694], [-8.650247693877551, 41.14808246938776], [-8.651886428571428, 41.14819542857143], [-8.653500551020407, 41.148415102040815], [-8.65472381632653, 41.148161632653064], [-8.656147653061224, 41.14767893877551], [-8.657833775510204, 41.14689648979592], [-8.659506673469387, 41.14703093877551], [-8.660930142857142, 41.14735236734694], [-8.661123, 41.14746257142857], [-8.661213, 41.147514], [-8.661213, 41.147514], [-8.661208040816327, 41.147514], [-8.661202530612245, 41.147514], [-8.661197020408162, 41.147514], [-8.661222918367347, 41.147514], [-8.661267, 41.147514]]"
1372649002620000463,"[[-8.617563, 41.14611], [-8.617556755102042, 41.14595387755102], [-8.617431857142858, 41.145494142857146], [-8.61711630612245, 41.14491814285714], [-8.616073408163265, 41.145267857142855], [-8.614827734693877, 41.1456936122449], [-8.613511530612245, 41.14605140816327], [-8.612281285714285, 41.14607014285714], [-8.611849469387755, 41.146083918367346], [-8.611479183673469, 41.14601926530612], [-8.610842204081631, 41.14581318367347], [-8.610660734693877, 41.14473024489796], [-8.61030293877551, 41.143821061224486], [-8.60969075510204, 41.14321971428571], [-8.608866428571428, 41.143176], [-8.608515979591838, 41.143161673469386], [-8.608496326530611, 41.14316608163265], [-8.608471346938774, 41.1431598367347], [-8.608419918367346, 41.143122734693875], [-8.608063224489795, 41.14294218367347], [-8.606889183673468, 41.14239887755102], [-8.605771714285714, 41.143023], [-8.604733224489795, 41.14358687755102], [-8.603802734693877, 41.143649326530614], [-8.60260775510204, 41.14293006122449], [-8.601849, 41.14178724489796], [-8.601545571428572, 41.14026018367347], [-8.601283285714286, 41.13858030612245], [-8.601279428571429, 41.13771814285714], [-8.601410204081631, 41.13742830612245], [-8.60142269387755, 41.137447040816326], [-8.601701510204082, 41.13700659183674], [-8.602043142857143, 41.13616940816326], [-8.602305428571428, 41.13477679591836], [-8.600687448979592, 41.133597244897956], [-8.59884042857143, 41.132487857142856], [-8.597129326530613, 41.13142622448979], [-8.59742448979592, 41.13047369387755], [-8.597773836734694, 41.12927651020408], [-8.598111795918367, 41.12784514285714], [-8.59839281632653, 41.12627142857143], [-8.599029428571429, 41.125392734693875], [-8.600056714285714, 41.124996], [-8.60184275510204, 41.124996], [-8.603499857142857, 41.12501510204082], [-8.60480412244898, 41.125128979591835], [-8.605453591836735, 41.12542873469388], [-8.60556306122449, 41.12614726530612], [-8.605760326530612, 41.126436734693876], [-8.60616, 41.126112]]"
1372650050620000534,"[[-8.631927, 41.152635], [-8.631041142857143, 41.15259679591836], [-8.630155285714286, 41.15255859183673], [-8.62926942857143, 41.1525203877551], [-8.628450795918368, 41.15249430612245], [-8.62785624489796, 41.15250863265306], [-8.627261693877552, 41.15252295918368], [-8.626667142857144, 41.15253728571429], [-8.626287489795919, 41.15235544897959], [-8.626158551020408, 41.15194475510204], [-8.6260296122449, 41.15153406122449], [-8.625900673469388, 41.15112336734693], [-8.625775040816327, 41.15057381632653], [-8.62565087755102, 41.14996255102041], [-8.625526714285716, 41.14935128571429], [-8.625402551020409, 41.14874002040816], [-8.624645816326531, 41.14844393877551], [-8.62383636734694, 41.14817412244898], [-8.623026918367346, 41.14790430612245], [-8.62226669387755, 41.147662408163264], [-8.621777204081633, 41.14757406122449], [-8.621287714285714, 41.147485714285715], [-8.620798224489796, 41.14739736734694], [-8.620452918367347, 41.147219020408166], [-8.620338306122449, 41.146896673469385], [-8.620223693877552, 41.14657432653061], [-8.620109081632654, 41.14625197959183], [-8.619672673469388, 41.14615885714286], [-8.619035142857143, 41.146209], [-8.618397612244898, 41.14625914285715], [-8.617760081632653, 41.14630928571429], [-8.617492285714285, 41.1459816122449], [-8.617291714285715, 41.145585244897966], [-8.617091142857143, 41.14518887755102], [-8.616862836734693, 41.14484228571429], [-8.616301714285715, 41.145093], [-8.615740591836735, 41.145343714285715], [-8.615179469387755, 41.14559442857143], [-8.614619816326531, 41.14578783673469], [-8.614063469387755, 41.14585230612245], [-8.61350712244898, 41.1459167755102], [-8.612950775510203, 41.14598124489796], [-8.61262457142857, 41.146092], [-8.612495632653062, 41.146242428571426], [-8.61236669387755, 41.14639285714286], [-8.612237755102042, 41.14654328571429], [-8.612215346938775, 41.14670840816326], [-8.612224897959184, 41.14687793877551], [-8.612234448979592, 41.14704746938775], [-8.612244, 41.147217]]"
1372649562620000686,"[[-8.612703, 41.145939], [-8.612633571428571, 41.14596875510204], [-8.612535673469388, 41.14600034693877], [-8.612312510204081, 41.146040020408165], [-8.612184857142857, 41.14640663265306], [-8.612219571428572, 41.14732904081633], [-8.61493775510204, 41.14765910204082], [-8.619802714285715, 41.147515285714285], [-8.621692163265307, 41.14760289795918], [-8.62254018367347, 41.14777151020408], [-8.623769326530612, 41.148178897959184], [-8.624941346938774, 41.148649469387756], [-8.625412469387754, 41.149472693877556], [-8.625814530612244, 41.15043991836735], [-8.62605257142857, 41.15174914285714], [-8.626553265306121, 41.15247575510204], [-8.627336816326531, 41.15257493877551], [-8.628510489795918, 41.15264436734694], [-8.629879224489796, 41.15269891836735], [-8.631311326530613, 41.15271967346939], [-8.632765285714287, 41.15272977551021], [-8.634501, 41.152615714285716], [-8.636158469387755, 41.15259312244898], [-8.637542081632654, 41.152890673469386], [-8.638331693877552, 41.15330136734694], [-8.63825730612245, 41.15387663265306], [-8.63794193877551, 41.15468112244898], [-8.637460897959183, 41.15564320408163], [-8.636987571428572, 41.15661685714286], [-8.636516448979592, 41.157593816326525], [-8.636403489795919, 41.157749387755096], [-8.636319, 41.157855], [-8.636319, 41.157855], [-8.63632230612245, 41.157855], [-8.636332224489795, 41.157855], [-8.636288142857142, 41.15794757142857], [-8.636193918367347, 41.15812610204081], [-8.635984530612244, 41.15852797959183], [-8.635726653061225, 41.15902389795918], [-8.636019795918367, 41.15977989795918], [-8.636397979591838, 41.160547102040816], [-8.636978204081633, 41.16104797959184], [-8.63744142857143, 41.161330285714286], [-8.637570367346939, 41.16098810204082], [-8.637648612244897, 41.160804612244895], [-8.63766348979592, 41.16081948979592], [-8.63767524489796, 41.16082812244898], [-8.637685163265306, 41.16083308163265], [-8.637695081632653, 41.16084208163265], [-8.637705, 41.160852]]"
1372648236620000307,"[[-8.610363, 41.151537], [-8.610714, 41.14952908163265], [-8.610601959183674, 41.14921151020408], [-8.610605265306123, 41.149188], [-8.609201081632653, 41.149013510204085], [-8.60599451020408, 41.14821508163266], [-8.60397042857143, 41.147655428571426], [-8.602338857142856, 41.147241428571434], [-8.602123040816327, 41.14718412244898], [-8.601750918367348, 41.14724014285714], [-8.598655836734693, 41.14822995918367], [-8.597596224489797, 41.15102602040817], [-8.594746714285714, 41.15607612244898], [-8.591676612244898, 41.16129391836735], [-8.589417428571428, 41.16359957142857], [-8.587262571428571, 41.16486857142857], [-8.583906306122449, 41.16472236734694], [-8.583070959183674, 41.16467424489796], [-8.583182081632653, 41.16481934693878], [-8.584717591836734, 41.164582591836734], [-8.586637346938776, 41.16345906122449], [-8.587100571428572, 41.163179142857146], [-8.584662857142856, 41.16099710204082], [-8.581967081632653, 41.16144195918367], [-8.58186312244898, 41.16329797959183], [-8.582503591836735, 41.16535126530612], [-8.587125367346939, 41.16724365306123], [-8.593010816326531, 41.1708258367347], [-8.593822285714285, 41.175604285714286], [-8.593064081632653, 41.18221212244898], [-8.594536040816326, 41.188470979591834], [-8.590996836734694, 41.193835163265305], [-8.587147959183675, 41.198764775510206], [-8.589762367346939, 41.198247], [-8.596299489795918, 41.197600102040816], [-8.604918, 41.19974228571429], [-8.614573346938775, 41.20162108163265], [-8.624086714285713, 41.20545434693877], [-8.63361293877551, 41.206810775510206], [-8.642904612244898, 41.204356530612245], [-8.649816795918367, 41.20368740816327], [-8.652096551020408, 41.20943344897959], [-8.655917142857144, 41.21673942857143], [-8.662237897959184, 41.22334910204082], [-8.667080632653063, 41.22877904081633], [-8.666844612244898, 41.233912714285715], [-8.668795959183672, 41.238490224489794], [-8.670332204081632, 41.23782514285714], [-8.670170204081632, 41.23711873469388], [-8.670087, 41.237118]]"
1372638700620000665,"[[-8.612055, 41.150358], [-8.61211212244898, 41.15028912244898], [-8.61304187755102, 41.15004153061224], [-8.614359734693878, 41.15010342857143], [-8.614508326530611, 41.1512021632653], [-8.613732489795918, 41.15208048979592], [-8.613532285714287, 41.15316379591837], [-8.613405, 41.15368542857143], [-8.61339269387755, 41.15368726530612], [-8.612583795918367, 41.15400685714285], [-8.611932122448978, 41.155843591836735], [-8.610545571428572, 41.15722242857143], [-8.61013487755102, 41.15732087755102], [-8.610027979591838, 41.15735724489796], [-8.608575857142858, 41.15869071428571], [-8.607958714285715, 41.15998818367347], [-8.606564265306123, 41.163782326530615], [-8.606436979591837, 41.167477285714284], [-8.605116734693878, 41.17070773469388], [-8.605484081632653, 41.1727121632653], [-8.60911181632653, 41.17390842857143], [-8.614611, 41.174442], [-8.620632918367347, 41.174164653061226], [-8.622341448979592, 41.17762873469388], [-8.622958775510204, 41.183398469387754], [-8.626218612244898, 41.18866916326531], [-8.628346469387756, 41.1942467755102], [-8.627472734693878, 41.199399], [-8.627289428571428, 41.20457271428572], [-8.627153142857143, 41.20985020408163], [-8.626972591836735, 41.215421938775506], [-8.62681463265306, 41.22034989795918], [-8.627184183673469, 41.2232688367347], [-8.63134475510204, 41.224897285714285], [-8.634686510204082, 41.22656963265306], [-8.635280142857143, 41.22881485714286], [-8.636888571428571, 41.231864571428574], [-8.63909393877551, 41.23427473469388], [-8.640570673469387, 41.23565963265306], [-8.64368412244898, 41.238494632653065], [-8.646821816326531, 41.24173151020408], [-8.64836981632653, 41.24384595918367], [-8.648505, 41.24522442857143], [-8.648737897959183, 41.2465002244898], [-8.649377081632654, 41.24916183673469], [-8.651616428571428, 41.251942285714286], [-8.653415142857142, 41.25397316326531], [-8.653599, 41.25421395918367], [-8.653610020408163, 41.25420551020408], [-8.653617, 41.254209]]"
1372644281620000320,"[[-8.615538, 41.14071], [-8.615697795918367, 41.140678040816326], [-8.616211346938774, 41.140753530612244], [-8.617511020408164, 41.14106779591837], [-8.618926408163265, 41.141755653061225], [-8.620412510204082, 41.14267181632653], [-8.62147212244898, 41.143384653061226], [-8.622561857142857, 41.144010428571434], [-8.623845551020407, 41.14440991836735], [-8.62529087755102, 41.14464189795918], [-8.626867530612245, 41.1447377755102], [-8.62866, 41.14498518367347], [-8.630294142857142, 41.145294489795916], [-8.63100257142857, 41.14578453061224], [-8.631556714285713, 41.14617942857143], [-8.631945551020408, 41.1464723877551], [-8.632854, 41.14697657142857], [-8.633951448979591, 41.14752373469388], [-8.63551212244898, 41.14796583673469], [-8.636927326530612, 41.148264673469384], [-8.638136448979592, 41.14836055102041], [-8.639156571428572, 41.14842557142857], [-8.640132428571428, 41.148468], [-8.641884857142857, 41.148207], [-8.643650142857144, 41.148118653061225], [-8.645439857142858, 41.14835834693877], [-8.647027163265307, 41.148353755102036], [-8.648507938775511, 41.14822059183673], [-8.649860142857143, 41.14811828571429], [-8.651218040816326, 41.14810524489796], [-8.65260293877551, 41.14832363265307], [-8.653619387755102, 41.14891359183674], [-8.65437575510204, 41.149765836734694], [-8.655165551020408, 41.150102326530615], [-8.655802714285715, 41.15032089795918], [-8.65584, 41.15031557142857], [-8.655918612244898, 41.15036534693877], [-8.656035795918367, 41.15046655102041], [-8.655972244897958, 41.151101142857144], [-8.655671204081631, 41.151779265306125], [-8.65412118367347, 41.15203493877551], [-8.652852918367348, 41.15232165306122], [-8.651931428571428, 41.15264657142857], [-8.652468673469388, 41.15309271428571], [-8.653468591836734, 41.15352820408163], [-8.654448673469387, 41.1532991632653], [-8.655153979591836, 41.15340348979592], [-8.655409653061223, 41.15405332653061], [-8.655393489795918, 41.15433581632653], [-8.655255, 41.154453]]"
1372649198620000403,"[[-8.61957, 41.149809], [-8.619550163265306, 41.14982883673469], [-8.619538775510204, 41.14984022448979], [-8.619535836734693, 41.14985234693877], [-8.619542448979592, 41.14987879591837], [-8.61953693877551, 41.14989312244898], [-8.619534, 41.149891653061225], [-8.619498, 41.14988485714286], [-8.619312857142857, 41.14990469387755], [-8.618637306122448, 41.14991351020409], [-8.618029163265305, 41.149648469387756], [-8.617690469387755, 41.14908716326531], [-8.61802769387755, 41.14858463265306], [-8.618935224489796, 41.14849867346939], [-8.619801428571428, 41.14823785714286], [-8.620291285714286, 41.14750353061225], [-8.620337571428571, 41.14745063265306], [-8.620300102040817, 41.14699659183673], [-8.61983081632653, 41.146477346938774], [-8.618475306122448, 41.14626575510204], [-8.617738040816326, 41.14573567346939], [-8.61694457142857, 41.145337285714284], [-8.61600563265306, 41.145224142857145], [-8.614788979591838, 41.145733285714286], [-8.61349830612245, 41.14590648979592], [-8.612040306122449, 41.14599244897959], [-8.610476510204082, 41.146130755102035], [-8.60922018367347, 41.146798591836735], [-8.608519285714285, 41.14772357142857], [-8.607789734693878, 41.14834457142857], [-8.606837204081632, 41.14843493877551], [-8.60655287755102, 41.148487836734695], [-8.606392530612245, 41.148458081632654], [-8.60588118367347, 41.14831040816327], [-8.604558734693876, 41.14799963265306], [-8.603056285714286, 41.14770171428571], [-8.602393224489797, 41.14748093877551], [-8.602241142857142, 41.14733712244898], [-8.602009714285714, 41.1472776122449], [-8.600708571428571, 41.14763540816327], [-8.599053857142858, 41.14824079591837], [-8.597181489795918, 41.149083857142855], [-8.59520442857143, 41.150241], [-8.594516387755103, 41.1506417755102], [-8.594148306122449, 41.15079532653061], [-8.593665612244898, 41.15082067346938], [-8.591800959183674, 41.15032475510204], [-8.58972618367347, 41.14977153061224], [-8.587697142857142, 41.149246408163265], [-8.585892, 41.14881]]"
1372639441620000012,"[[-8.628201, 41.157711], [-8.628040469387756, 41.157787040816324], [-8.62821955102041, 41.15850281632653], [-8.62867212244898, 41.159329346938776], [-8.62833306122449, 41.16081140816327], [-8.627754857142858, 41.16256291836735], [-8.627317163265305, 41.163989693877554], [-8.627175, 41.16446871428572], [-8.627179591836734, 41.164461], [-8.627192081632653, 41.164557979591834], [-8.627903448979593, 41.164792163265304], [-8.629710428571428, 41.16495636734694], [-8.631606673469387, 41.16470987755102], [-8.633827285714286, 41.165446775510205], [-8.638021285714284, 41.170309714285715], [-8.640154469387754, 41.168239346938776], [-8.634940346938777, 41.16387746938776], [-8.63652030612245, 41.16435906122449], [-8.638318469387755, 41.16466285714286], [-8.640194326530613, 41.16568151020408], [-8.64225293877551, 41.1673187755102], [-8.645216142857143, 41.169755571428574], [-8.649022224489796, 41.17287875510204], [-8.652619653061224, 41.17586675510204], [-8.654964795918367, 41.1779051632653], [-8.656443367346938, 41.17930769387755], [-8.657812102040817, 41.18048944897959], [-8.659265142857143, 41.18162657142857], [-8.66077457142857, 41.183164285714284], [-8.661702306122448, 41.18478851020408], [-8.661235775510203, 41.18581010204082], [-8.660105081632654, 41.18683793877551], [-8.660550673469388, 41.18858430612245], [-8.661877163265306, 41.18990234693878], [-8.662187020408163, 41.191146], [-8.66233542857143, 41.19188657142857], [-8.662664020408164, 41.192765632653064], [-8.662002428571428, 41.19396244897959], [-8.661019775510203, 41.1954503877551], [-8.660684020408162, 41.19718720408163], [-8.659679326530613, 41.19864024489796], [-8.658096795918368, 41.19936869387755], [-8.656790142857142, 41.199881142857144], [-8.65509924489796, 41.2001753877551], [-8.652834, 41.20003928571429], [-8.651120693877552, 41.2005983877551], [-8.649483061224489, 41.2012572244898], [-8.64891330612245, 41.20131820408163], [-8.648938102040816, 41.20133565306123], [-8.648955, 41.201361]]"
1372648789620000621,"[[-8.604837, 41.16114], [-8.605017, 41.16087642857143], [-8.605096714285715, 41.160759428571424], [-8.605150714285715, 41.160686142857145], [-8.605369285714286, 41.16039685714286], [-8.605485, 41.160236142857144], [-8.605536428571428, 41.160151285714285], [-8.60553, 41.160132], [-8.605542857142858, 41.16014485714286], [-8.605548, 41.160146142857144], [-8.605545428571428, 41.16013971428572], [-8.605532571428572, 41.16013328571428], [-8.605545428571428, 41.160137142857145], [-8.605564714285714, 41.160141], [-8.605584, 41.160141], [-8.605577571428572, 41.160141], [-8.605571142857142, 41.160137142857145], [-8.605566, 41.160132], [-8.605566, 41.160132], [-8.605560857142857, 41.160132], [-8.605569857142857, 41.160101142857144], [-8.605602, 41.160024], [-8.60591057142857, 41.159522571428575], [-8.605879714285715, 41.159217857142856], [-8.605515857142857, 41.15904428571429], [-8.604725142857143, 41.15887071428571], [-8.604531, 41.159370857142854], [-8.604437142857144, 41.16009342857143], [-8.60427, 41.160897], [-8.604006428571429, 41.161437], [-8.603897142857143, 41.161664571428574], [-8.603893285714285, 41.16168128571428], [-8.603899714285715, 41.16168771428572], [-8.604842142857143, 41.161899857142856], [-8.606383714285714, 41.16215571428572], [-8.608473, 41.1624], [-8.610253714285713, 41.162599285714286], [-8.61211157142857, 41.16282557142857], [-8.614023428571429, 41.16306471428572], [-8.61594557142857, 41.163283285714286], [-8.617852285714285, 41.163537857142856], [-8.619634285714286, 41.16377571428571], [-8.621235, 41.163975], [-8.622327857142857, 41.16410357142857], [-8.622846, 41.16417042857143], [-8.622950142857142, 41.16419485714286], [-8.622930857142858, 41.16421414285714], [-8.622937285714286, 41.16423857142857], [-8.622950142857142, 41.164256571428574], [-8.622963, 41.164263]]"
1372648838620000398,"[[-8.60706, 41.150961], [-8.606337612244898, 41.1509747755102], [-8.604288367346939, 41.1502968367347], [-8.604134265306122, 41.14950355102041], [-8.604207, 41.14948334693877], [-8.605107367346939, 41.149606408163265], [-8.605563244897958, 41.14971], [-8.605541571428573, 41.149739571428576], [-8.605539367346939, 41.14971110204082], [-8.605548, 41.149744163265304], [-8.606899102040815, 41.150035836734695], [-8.608502571428572, 41.15039675510204], [-8.609628489795918, 41.151331469387756], [-8.609911346938775, 41.15258669387755], [-8.60921357142857, 41.15612314285714], [-8.607550775510203, 41.16097524489796], [-8.606404836734693, 41.166793469387756], [-8.604558734693878, 41.17088167346939], [-8.599159836734694, 41.17129310204082], [-8.595233265306122, 41.17220485714286], [-8.59317263265306, 41.17827434693877], [-8.594291571428572, 41.18631042857143], [-8.591647959183673, 41.19323271428571], [-8.587152367346938, 41.19840495918368], [-8.590042285714285, 41.19810318367347], [-8.597261020408164, 41.19782675510204], [-8.60668181632653, 41.200174469387754], [-8.616351857142856, 41.20230875510204], [-8.625970285714287, 41.206157999999995], [-8.63587542857143, 41.20631155102041], [-8.645651265306123, 41.203730020408166], [-8.651374530612244, 41.20608581632653], [-8.65382381632653, 41.213845102040814], [-8.659807714285716, 41.22080155102041], [-8.666085857142857, 41.226954612244896], [-8.667250714285714, 41.232312], [-8.668009469387755, 41.23700706122449], [-8.670041632653062, 41.23904179591837], [-8.670302265306123, 41.23761263265306], [-8.670247163265307, 41.23753108163265], [-8.670369489795918, 41.23751032653061], [-8.670304836734694, 41.23750463265306], [-8.670222, 41.237498571428574], [-8.670146326530613, 41.23750022448979], [-8.670138979591837, 41.237505], [-8.67012318367347, 41.237505], [-8.670087, 41.237511612244894], [-8.670047326530613, 41.23749177551021], [-8.670005448979591, 41.23746220408163], [-8.670051, 41.237496]]"
1372646651620000688,"[[-8.580357, 41.17851], [-8.580375, 41.178429], [-8.58006, 41.178744], [-8.578737, 41.178375], [-8.578845, 41.177592], [-8.580618, 41.17626], [-8.582751, 41.174865], [-8.583948, 41.175135], [-8.583939, 41.175135], [-8.583957, 41.175126], [-8.583993, 41.175144], [-8.584497, 41.174604], [-8.584893, 41.17374], [-8.586, 41.171544], [-8.586549, 41.170545], [-8.587278, 41.169096], [-8.588943, 41.16861], [-8.590968, 41.16942], [-8.593695, 41.171238], [-8.597232, 41.171751], [-8.601462, 41.17131], [-8.60589, 41.172039], [-8.609526, 41.1741], [-8.614071, 41.174487], [-8.619021, 41.173821], [-8.623539, 41.173353], [-8.628138, 41.172858], [-8.633016, 41.171859], [-8.637345, 41.170644], [-8.640801, 41.168286], [-8.643222, 41.166963], [-8.642691, 41.16744], [-8.640585, 41.165766], [-8.640774, 41.164866], [-8.643924, 41.165415], [-8.647677, 41.166054], [-8.650746, 41.166513], [-8.653815, 41.16708], [-8.656596, 41.167143], [-8.657703, 41.165487], [-8.659053, 41.165829], [-8.660295, 41.166414], [-8.660286, 41.166504], [-8.661132, 41.166576], [-8.662608, 41.166621], [-8.662347, 41.167179], [-8.661231, 41.168448], [-8.662104, 41.169762], [-8.662914, 41.170077], [-8.663247, 41.169978]]"
